schedule ( title = taking medicine with Kevin ; date = 4th ; start-time = 3pm ; end-time = 4pm )
schedule ( title = talk with Barbara ; date = 9th ; start-time = 8pm ; end-time = 9pm )
schedule ( title = football activities with Lisa ; date = 12th ; start-time = 7am ; end-time = 8am )
schedule ( title = breakfast with Ryan ; date = 6th ; start-time = 12pm ; end-time = 1pm )
schedule ( title = dentist appointment with Elizabeth ; date = 18th ; start-time = 3pm ; end-time = 4pm )
schedule ( title = conference with Ashley ; date = 8th ; start-time = 12pm ; end-time = 1pm )
schedule ( title = flight with Evelyn ; date = 5th ; start-time = 6am ; end-time = 7am )
schedule ( title = interview with William ; date = 3rd ; start-time = 4am ; end-time = 5am )
schedule ( title = breakfast with Mary ; date = 28th ; start-time = 5pm ; end-time = 6pm )
schedule ( title = lunch with Isabella ; date = 8th ; start-time = 2am ; end-time = 3am )
schedule ( title = taking medicine with Liam ; date = 4th ; start-time = 1am ; end-time = 2am )
schedule ( title = conference with Ashley ; date = 24th ; start-time = 1am ; end-time = 2am )
schedule ( title = playing football with Linda ; date = 4th ; start-time = 7pm ; end-time = 8pm )
schedule ( title = meeting with Mia ; date = 4th ; start-time = 11pm ; end-time = 12pm )
schedule ( title = optometrist appointment with Ava ; date = 1st ; start-time = 2am ; end-time = 3am )
schedule ( title = interview with James ; date = 3rd ; start-time = 2am ; end-time = 3am )
schedule ( title = lab appointment with Richard ; date = 11th ; start-time = 1pm ; end-time = 2pm )
schedule ( title = taking medicine with Ashley ; date = 3rd ; start-time = 4am ; end-time = 5am )
schedule ( title = lunch with Jacob ; date = 24th ; start-time = 4am ; end-time = 5am )
schedule ( title = flight with Elizabeth ; date = 27th ; start-time = 4am ; end-time = 5am )
schedule ( title = meeting with William ; date = 19th ; start-time = 6pm ; end-time = 7pm )
schedule ( title = meeting with Alice ; date = 15th ; start-time = 4am ; end-time = 5am )
schedule ( title = zoom with Jessica ; date = 24th ; start-time = 11pm ; end-time = 12pm )
schedule ( title = lab appointment with Mary ; date = 1st ; start-time = 6am ; end-time = 7am )
schedule ( title = dinner with David ; date = 9th ; start-time = 7pm ; end-time = 8pm )
schedule ( title = breakfast with William ; date = 7th ; start-time = 12pm ; end-time = 1pm )
schedule ( title = meeting with Isabella ; date = 20th ; start-time = 9am ; end-time = 10am )
schedule ( title = lab appointment with Harper ; date = 21st ; start-time = 6pm ; end-time = 7pm )
schedule ( title = lab appointment with Oliver ; date = 3rd ; start-time = 12pm ; end-time = 1pm )
schedule ( title = meeting with Alex ; date = 13th ; start-time = 2pm ; end-time = 3pm )
schedule ( title = interview with Charlotte ; date = 3rd ; start-time = 3pm ; end-time = 4pm )
schedule ( title = talk with William ; date = 5th ; start-time = 10pm ; end-time = 11pm )
schedule ( title = dinner with William ; date = 6th ; start-time = 12pm ; end-time = 1pm )
schedule ( title = flight with Mary ; date = 19th ; start-time = 9am ; end-time = 10am )
schedule ( title = taking medicine with Evelyn ; date = 19th ; start-time = 8pm ; end-time = 9pm )
schedule ( title = lab appointment with Mary ; date = 18th ; start-time = 6am ; end-time = 7am )
schedule ( title = meeting with Mia ; date = 12th ; start-time = 11pm ; end-time = 12pm )
schedule ( title = dinner with Barbara ; date = 23rd ; start-time = 11pm ; end-time = 12pm )
schedule ( title = playing football with Richard ; date = 30th ; start-time = 4am ; end-time = 5am )
schedule ( title = talk with Lucas ; date = 5th ; start-time = 5pm ; end-time = 6pm )
schedule ( title = yoga activity with Charlotte ; date = 17th ; start-time = 12am ; end-time = 1am )
schedule ( title = dinner with Mia ; date = 4th ; start-time = 8am ; end-time = 9am )
schedule ( title = optometrist appointment with Isabella ; date = 9th ; start-time = 5pm ; end-time = 6pm )
schedule ( title = optometrist appointment with Jessica ; date = 4th ; start-time = 4am ; end-time = 5am )
schedule ( title = dinner with sister ; date = 11th ; start-time = 5pm ; end-time = 6pm )
schedule ( title = meeting with Noah ; date = 23rd ; start-time = 2pm ; end-time = 3pm )
schedule ( title = interview with Justin ; date = 18th ; start-time = 10am ; end-time = 11am )
schedule ( title = breakfast with Emily ; date = 14th ; start-time = 8am ; end-time = 9am )
schedule ( title = breakfast with Noah ; date = 26th ; start-time = 7am ; end-time = 8am )
schedule ( title = interview with John ; date = 23rd ; start-time = 5am ; end-time = 6am )
schedule ( title = meeting with David ; date = 12th ; start-time = 3pm ; end-time = 4pm )
schedule ( title = lunch with Charlotte ; date = 13th ; start-time = 5am ; end-time = 6am )
schedule ( title = yoga activity with William ; date = 5th ; start-time = 1am ; end-time = 2am )
schedule ( title = meeting with  ; date = 24th ; start-time = 12pm ; end-time = 1pm )
schedule ( title = dinner with Timothy ; date = 8th ; start-time = 12am ; end-time = 1am )
schedule ( title = playing football with Emily ; date = 13th ; start-time = 11pm ; end-time = 12pm )
schedule ( title = yoga activity with Amelia ; date = 30th ; start-time = 10pm ; end-time = 11pm )
schedule ( title = flight with James ; date = 31st ; start-time = 5pm ; end-time = 6pm )
schedule ( title = dinner with Emily ; date = 23rd ; start-time = 9am ; end-time = 10am )
schedule ( title = lunch with Barbara ; date = 20th ; start-time = 7am ; end-time = 8am )
schedule ( title = dinner with Liam ; date = 28th ; start-time = 4am ; end-time = 5am )
schedule ( title = trip with Gary ; date = 7th ; start-time = 2pm ; end-time = 3pm )
schedule ( title = football activities with Sophia ; date = 20th ; start-time = 4am ; end-time = 5am )
schedule ( title = optometrist appointment with Brian ; date = 25th ; start-time = 4am ; end-time = 5am )
schedule ( title = dentist appointment with Elizabeth ; date = 20th ; start-time = 9am ; end-time = 10am )
schedule ( title = dinner with Olivia ; date = 13th ; start-time = 5pm ; end-time = 6pm )
schedule ( title = trip with William ; date = 26th ; start-time = 3pm ; end-time = 4pm )
schedule ( title = interview with Harper ; date = 25th ; start-time = 7pm ; end-time = 8pm )
schedule ( title = taking medicine with sister ; date = 14th ; start-time = 4am ; end-time = 5am )
schedule ( title = dinner with Emma ; date = 28th ; start-time = 4am ; end-time = 5am )
schedule ( title = football activities with David ; date = 4th ; start-time = 9am ; end-time = 10am )
schedule ( title = lab appointment with Justin ; date = 18th ; start-time = 3am ; end-time = 4am )
schedule ( title = dinner with Ashley ; date = 12th ; start-time = 5pm ; end-time = 6pm )
schedule ( title = optometrist appointment with David ; date = 29th ; start-time = 1pm ; end-time = 2pm )
schedule ( title = meeting with Barbara ; date = 17th ; start-time = 5pm ; end-time = 6pm )
schedule ( title = meeting with Elijah ; date = 3rd ; start-time = 5pm ; end-time = 6pm )
schedule ( title = dinner with Jeffrey ; date = 30th ; start-time = 12pm ; end-time = 1pm )
schedule ( title = breakfast with Jacob ; date = 24th ; start-time = 10am ; end-time = 11am )
schedule ( title = conference with James ; date = 14th ; start-time = 8am ; end-time = 9am )
schedule ( title = trip with Michael ; date = 1st ; start-time = 10pm ; end-time = 11pm )
schedule ( title = optometrist appointment with Sarah ; date = 25th ; start-time = 10am ; end-time = 11am )
schedule ( title = zoom with Barbara ; date = 18th ; start-time = 3am ; end-time = 4am )
schedule ( title = flight with Jacob ; date = 20th ; start-time = 8pm ; end-time = 9pm )
schedule ( title = interview with David ; date = 15th ; start-time = 2am ; end-time = 3am )
schedule ( title = meeting with James ; date = 24th ; start-time = 5pm ; end-time = 6pm )
schedule ( title = dentist appointment with Alexander ; date = 2nd ; start-time = 11pm ; end-time = 12pm )
schedule ( title = lunch with Mary ; date = 7th ; start-time = 2am ; end-time = 3am )
schedule ( title = zoom with Alexander ; date = 17th ; start-time = 5am ; end-time = 6am )
schedule ( title = optometrist appointment with Lisa ; date = 11th ; start-time = 2am ; end-time = 3am )
schedule ( title = lab appointment with Isabella ; date = 17th ; start-time = 9am ; end-time = 10am )
schedule ( title = flight with Amelia ; date = 6th ; start-time = 9pm ; end-time = 10pm )
schedule ( title = meeting with father ; date = 19th ; start-time = 10pm ; end-time = 11pm )
schedule ( title = yoga activity with Charlotte ; date = 27th ; start-time = 3pm ; end-time = 4pm )
schedule ( title = flight with Alexander ; date = 17th ; start-time = 2pm ; end-time = 3pm )
schedule ( title = flight with Emma ; date = 13th ; start-time = 10am ; end-time = 11am )
schedule ( title = taking medicine with sister ; date = 1st ; start-time = 3pm ; end-time = 4pm )
schedule ( title = dinner with sister ; date = 1st ; start-time = 8am ; end-time = 9am )
schedule ( title = meeting with Charlotte ; date = 8th ; start-time = 4am ; end-time = 5am )
schedule ( title = breakfast with Robert ; date = 12th ; start-time = 6am ; end-time = 7am )
schedule ( title = dentist appointment with Michael ; date = 22nd ; start-time = 5am ; end-time = 6am )
schedule ( title = football activities with Liam ; date = 4th ; start-time = 6pm ; end-time = 7pm )
schedule ( title = breakfast with Alice ; date = 4th ; start-time = 6am ; end-time = 7am )
schedule ( title = football activities with Gary ; date = 26th ; start-time = 2pm ; end-time = 3pm )
schedule ( title = lab appointment with Richard ; date = 17th ; start-time = 6pm ; end-time = 7pm )
schedule ( title = football activities with Scott ; date = 6th ; start-time = 9am ; end-time = 10am )
schedule ( title = dentist appointment with George ; date = 14th ; start-time = 9pm ; end-time = 10pm )
schedule ( title = optometrist appointment with Isabella ; date = 17th ; start-time = 8am ; end-time = 9am )
schedule ( title = dinner with Ashley ; date = 15th ; start-time = 11am ; end-time = 12am )
schedule ( title = optometrist appointment with Emily ; date = 11th ; start-time = 12pm ; end-time = 1pm )
schedule ( title = playing football with Gary ; date = 11th ; start-time = 3pm ; end-time = 4pm )
schedule ( title = playing football with Kevin ; date = 10th ; start-time = 3am ; end-time = 4am )
schedule ( title = optometrist appointment with Evelyn ; date = 26th ; start-time = 11pm ; end-time = 12pm )
schedule ( title = meeting with Lucas ; date = 16th ; start-time = 1am ; end-time = 2am )
schedule ( title = football activities with Amelia ; date = 2nd ; start-time = 9am ; end-time = 10am )
schedule ( title = football activities with Linda ; date = 24th ; start-time = 2pm ; end-time = 3pm )
schedule ( title = talk with Richard ; date = 25th ; start-time = 2pm ; end-time = 3pm )
schedule ( title = trip with Amelia ; date = 15th ; start-time = 1pm ; end-time = 2pm )
schedule ( title = flight with Alexander ; date = 13th ; start-time = 9pm ; end-time = 10pm )
schedule ( title = optometrist appointment with Linda ; date = 29th ; start-time = 3pm ; end-time = 4pm )
schedule ( title = trip with Alexander ; date = 4th ; start-time = 2am ; end-time = 3am )
schedule ( title = taking medicine with Harper ; date = 5th ; start-time = 9am ; end-time = 10am )
schedule ( title = interview with Jeffrey ; date = 1st ; start-time = 11am ; end-time = 12am )
schedule ( title = zoom with Emily ; date = 16th ; start-time = 1am ; end-time = 2am )
schedule ( title = yoga activity with Timothy ; date = 10th ; start-time = 7pm ; end-time = 8pm )
schedule ( title = dinner with Liam ; date = 29th ; start-time = 8pm ; end-time = 9pm )
schedule ( title = zoom with Henry ; date = 13th ; start-time = 8pm ; end-time = 9pm )
schedule ( title = lab appointment with Alexander ; date = 11th ; start-time = 10pm ; end-time = 11pm )
schedule ( title = dinner with William ; date = 10th ; start-time = 8pm ; end-time = 9pm )
schedule ( title = trip with Jeffrey ; date = 22nd ; start-time = 11pm ; end-time = 12pm )
schedule ( title = lunch with David ; date = 28th ; start-time = 3am ; end-time = 4am )
schedule ( title = breakfast with Alex ; date = 28th ; start-time = 10am ; end-time = 11am )
schedule ( title = yoga activity with Kevin ; date = 12th ; start-time = 8pm ; end-time = 9pm )
schedule ( title = breakfast with Mary ; date = 18th ; start-time = 2pm ; end-time = 3pm )
schedule ( title = football activities with Justin ; date = 7th ; start-time = 5pm ; end-time = 6pm )
schedule ( title = playing football with David ; date = 20th ; start-time = 5am ; end-time = 6am )
schedule ( title = dinner with Ryan ; date = 31st ; start-time = 12am ; end-time = 1am )
