taking medicine with Kevin on the 4th from 3pm to 4pm	schedule ( title = taking medicine with Kevin ; date = 4th ; start-time = 3pm ; end-time = 4pm )
set reminder for zoom with Linda next Saturday at 12am	reminder ( title = zoom with Linda ; date = next Saturday ; start-time = 12am ; end-time = 1am )
set reminder for playing football with John next Monday at 8am	reminder ( title = playing football with John ; date = next Monday ; start-time = 8am ; end-time = 9am )
set reminder for dinner with Richard next Sunday at 2pm	reminder ( title = dinner with Richard ; date = next Sunday ; start-time = 2pm ; end-time = 3pm )
set reminder for football activities with Jessica next Friday at 9pm	reminder ( title = football activities with Jessica ; date = next Friday ; start-time = 9pm ; end-time = 10pm )
set reminder for dentist appointment with Amelia next Thursday at 12am	reminder ( title = dentist appointment with Amelia ; date = next Thursday ; start-time = 12am ; end-time = 1am )
set reminder for optometrist appointment with Alexander next Thursday at 3pm	reminder ( title = optometrist appointment with Alexander ; date = next Thursday ; start-time = 3pm ; end-time = 4pm )
set reminder for lunch with Noah next Tuesday at 5am	reminder ( title = lunch with Noah ; date = next Tuesday ; start-time = 5am ; end-time = 6am )
set reminder for lab appointment with Olivia next Wednesday at 2am	reminder ( title = lab appointment with Olivia ; date = next Wednesday ; start-time = 2am ; end-time = 3am )
set reminder for football activities with Sophia this Thursday at 4am	reminder ( title = football activities with Sophia ; date = this Thursday ; start-time = 4am ; end-time = 5am )
set reminder for meeting with Ava next Friday at 12pm	reminder ( title = meeting with Ava ; date = next Friday ; start-time = 12pm ; end-time = 1pm )
set reminder for interview with Alexander next Monday at 5am	reminder ( title = interview with Alexander ; date = next Monday ; start-time = 5am ; end-time = 6am )
set reminder for trip with Scott next Thursday at 8am	reminder ( title = trip with Scott ; date = next Thursday ; start-time = 8am ; end-time = 9am )
set reminder for trip with Jacob next Saturday at 7pm	reminder ( title = trip with Jacob ; date = next Saturday ; start-time = 7pm ; end-time = 8pm )
set reminder for flight with Ryan this Wednesday at 10am	reminder ( title = flight with Ryan ; date = this Wednesday ; start-time = 10am ; end-time = 11am )
set reminder for interview with Olivia next Wednesday at 8pm	reminder ( title = interview with Olivia ; date = next Wednesday ; start-time = 8pm ; end-time = 9pm )
set reminder for dinner with William this Sunday at 8pm	reminder ( title = dinner with William ; date = this Sunday ; start-time = 8pm ; end-time = 9pm )
set reminder for flight with Lucas next Monday at 1am	reminder ( title = flight with Lucas ; date = next Monday ; start-time = 1am ; end-time = 2am )
set reminder for football activities with Ava next Monday at 12am	reminder ( title = football activities with Ava ; date = next Monday ; start-time = 12am ; end-time = 1am )
set reminder for dinner with Alex this Friday at 2am	reminder ( title = dinner with Alex ; date = this Friday ; start-time = 2am ; end-time = 3am )
set reminder for playing football with Timothy this Saturday at 4pm	reminder ( title = playing football with Timothy ; date = this Saturday ; start-time = 4pm ; end-time = 5pm )
set reminder for breakfast with Linda next Friday at 1pm	reminder ( title = breakfast with Linda ; date = next Friday ; start-time = 1pm ; end-time = 2pm )
set reminder for lab appointment with Alice next Sunday at 4pm	reminder ( title = lab appointment with Alice ; date = next Sunday ; start-time = 4pm ; end-time = 5pm )
set reminder for playing football with Harper this Sunday at 4am	reminder ( title = playing football with Harper ; date = this Sunday ; start-time = 4am ; end-time = 5am )
set reminder for trip with Charlotte this Monday at 8am	reminder ( title = trip with Charlotte ; date = this Monday ; start-time = 8am ; end-time = 9am )
set reminder for trip with Elijah this Saturday at 8pm	reminder ( title = trip with Elijah ; date = this Saturday ; start-time = 8pm ; end-time = 9pm )
set reminder for yoga activity with Emma next Monday at 8am	reminder ( title = yoga activity with Emma ; date = next Monday ; start-time = 8am ; end-time = 9am )
set reminder for optometrist appointment with Jeffrey this Friday at 8pm	reminder ( title = optometrist appointment with Jeffrey ; date = this Friday ; start-time = 8pm ; end-time = 9pm )
set reminder for lunch with Jacob this Monday at 3am	reminder ( title = lunch with Jacob ; date = this Monday ; start-time = 3am ; end-time = 4am )
set reminder for flight with Brian this Thursday at 12am	reminder ( title = flight with Brian ; date = this Thursday ; start-time = 12am ; end-time = 1am )
set reminder for interview with James this Wednesday at 2am	reminder ( title = interview with James ; date = this Wednesday ; start-time = 2am ; end-time = 3am )
set reminder for lunch with Ryan next Friday at 2pm	reminder ( title = lunch with Ryan ; date = next Friday ; start-time = 2pm ; end-time = 3pm )
set reminder for lab appointment with Noah this Wednesday at 4pm	reminder ( title = lab appointment with Noah ; date = this Wednesday ; start-time = 4pm ; end-time = 5pm )
set reminder for taking medicine with Olivia this Thursday at 2pm	reminder ( title = taking medicine with Olivia ; date = this Thursday ; start-time = 2pm ; end-time = 3pm )
set reminder for football activities with Amelia next Sunday at 1pm	reminder ( title = football activities with Amelia ; date = next Sunday ; start-time = 1pm ; end-time = 2pm )
set reminder for playing football with Richard this Tuesday at 6pm	reminder ( title = playing football with Richard ; date = this Tuesday ; start-time = 6pm ; end-time = 7pm )
set reminder for yoga activity with Kevin next Saturday at 8am	reminder ( title = yoga activity with Kevin ; date = next Saturday ; start-time = 8am ; end-time = 9am )
set reminder for dinner with Emily this Friday at 7am	reminder ( title = dinner with Emily ; date = this Friday ; start-time = 7am ; end-time = 8am )
set reminder for zoom with William this Friday at 9pm	reminder ( title = zoom with William ; date = this Friday ; start-time = 9pm ; end-time = 10pm )
set reminder for flight with Olivia this Tuesday at 7pm	reminder ( title = flight with Olivia ; date = this Tuesday ; start-time = 7pm ; end-time = 8pm )
set reminder for dentist appointment with Jessica next Tuesday at 6am	reminder ( title = dentist appointment with Jessica ; date = next Tuesday ; start-time = 6am ; end-time = 7am )
set reminder for meeting with John this Sunday at 1am	reminder ( title = meeting with John ; date = this Sunday ; start-time = 1am ; end-time = 2am )
set reminder for football activities with Alice this Sunday at 12am	reminder ( title = football activities with Alice ; date = this Sunday ; start-time = 12am ; end-time = 1am )
set reminder for breakfast with Gary this Thursday at 3pm	reminder ( title = breakfast with Gary ; date = this Thursday ; start-time = 3pm ; end-time = 4pm )
set reminder for yoga activity with Charlotte this Monday at 5am	reminder ( title = yoga activity with Charlotte ; date = this Monday ; start-time = 5am ; end-time = 6am )
set reminder for interview with Mary this Sunday at 5pm	reminder ( title = interview with Mary ; date = this Sunday ; start-time = 5pm ; end-time = 6pm )
set reminder for taking medicine with Kevin this Sunday at 2pm	reminder ( title = taking medicine with Kevin ; date = this Sunday ; start-time = 2pm ; end-time = 3pm )
set reminder for lab appointment with Elizabeth next Thursday at 4pm	reminder ( title = lab appointment with Elizabeth ; date = next Thursday ; start-time = 4pm ; end-time = 5pm )
set reminder for dentist appointment with Lisa next Tuesday at 1pm	reminder ( title = dentist appointment with Lisa ; date = next Tuesday ; start-time = 1pm ; end-time = 2pm )
set reminder for taking medicine with Kevin this Sunday at 9pm	reminder ( title = taking medicine with Kevin ; date = this Sunday ; start-time = 9pm ; end-time = 10pm )
set reminder for yoga activity with Charlotte this Saturday at 3am	reminder ( title = yoga activity with Charlotte ; date = this Saturday ; start-time = 3am ; end-time = 4am )
set reminder for lab appointment with Olivia next Wednesday at 7pm	reminder ( title = lab appointment with Olivia ; date = next Wednesday ; start-time = 7pm ; end-time = 8pm )
set reminder for trip with Jeffrey next Friday at 3pm	reminder ( title = trip with Jeffrey ; date = next Friday ; start-time = 3pm ; end-time = 4pm )
set reminder for conference with George this Sunday at 5pm	reminder ( title = conference with George ; date = this Sunday ; start-time = 5pm ; end-time = 6pm )
set reminder for dentist appointment with Lisa this Friday at 7am	reminder ( title = dentist appointment with Lisa ; date = this Friday ; start-time = 7am ; end-time = 8am )
set reminder for flight with Robert next Sunday at 2am	reminder ( title = flight with Robert ; date = next Sunday ; start-time = 2am ; end-time = 3am )
set reminder for talk with sister this Friday at 9am	reminder ( title = talk with sister ; date = this Friday ; start-time = 9am ; end-time = 10am )
set reminder for lunch with Justin next Friday at 10am	reminder ( title = lunch with Justin ; date = next Friday ; start-time = 10am ; end-time = 11am )
set reminder for dinner with Benjamin next Wednesday at 5am	reminder ( title = dinner with Benjamin ; date = next Wednesday ; start-time = 5am ; end-time = 6am )
set reminder for football activities with Olivia next Saturday at 5pm	reminder ( title = football activities with Olivia ; date = next Saturday ; start-time = 5pm ; end-time = 6pm )
set reminder for breakfast with Kevin this Tuesday at 1pm	reminder ( title = breakfast with Kevin ; date = this Tuesday ; start-time = 1pm ; end-time = 2pm )
set reminder for playing football with father this Tuesday at 11pm	reminder ( title = playing football with father ; date = this Tuesday ; start-time = 11pm ; end-time = 12pm )
set reminder for football activities with Oliver next Wednesday at 7am	reminder ( title = football activities with Oliver ; date = next Wednesday ; start-time = 7am ; end-time = 8am )
set reminder for trip with sister this Tuesday at 1pm	reminder ( title = trip with sister ; date = this Tuesday ; start-time = 1pm ; end-time = 2pm )
set reminder for talk with Alice this Sunday at 12am	reminder ( title = talk with Alice ; date = this Sunday ; start-time = 12am ; end-time = 1am )
set reminder for meeting with sister this Wednesday at 8am	reminder ( title = meeting with sister ; date = this Wednesday ; start-time = 8am ; end-time = 9am )
set reminder for meeting with John next Monday at 9am	reminder ( title = meeting with John ; date = next Monday ; start-time = 9am ; end-time = 10am )
set reminder for playing football with Jacob this Sunday at 4pm	reminder ( title = playing football with Jacob ; date = this Sunday ; start-time = 4pm ; end-time = 5pm )
set reminder for trip with Liam next Sunday at 1am	reminder ( title = trip with Liam ; date = next Sunday ; start-time = 1am ; end-time = 2am )
set reminder for dentist appointment with Scott this Thursday at 10pm	reminder ( title = dentist appointment with Scott ; date = this Thursday ; start-time = 10pm ; end-time = 11pm )
set reminder for dentist appointment with Jessica next Tuesday at 3pm	reminder ( title = dentist appointment with Jessica ; date = next Tuesday ; start-time = 3pm ; end-time = 4pm )
set reminder for taking medicine with Emily next Wednesday at 6am	reminder ( title = taking medicine with Emily ; date = next Wednesday ; start-time = 6am ; end-time = 7am )
set reminder for yoga activity with Henry this Tuesday at 2am	reminder ( title = yoga activity with Henry ; date = this Tuesday ; start-time = 2am ; end-time = 3am )
